,#,Source,neg,neu,pos,compound,created_at,Tweets ago
307,61,@CNN,0.0,0.838,0.162,0.7003,2018-10-01 21:59:24+00:00,61
248,49,@FoxNews,0.0,0.935,0.065,0.4215,2018-10-01 21:59:43+00:00,49
302,60,@CNN,0.181,0.741,0.078,-0.5719,2018-10-01 22:01:05+00:00,60
164,32,@nytimes,0.066,0.934,0.0,-0.0516,2018-10-01 22:01:30+00:00,32
243,48,@FoxNews,0.0,0.789,0.211,0.4939,2018-10-01 22:03:04+00:00,48
297,59,@CNN,0.0,1.0,0.0,0.0,2018-10-01 22:04:58+00:00,59
159,31,@nytimes,0.104,0.744,0.152,0.128,2018-10-01 22:05:09+00:00,31
154,30,@nytimes,0.127,0.873,0.0,-0.1901,2018-10-01 22:06:42+00:00,30
238,47,@FoxNews,0.0,0.888,0.112,0.2263,2018-10-01 22:10:00+00:00,47
292,58,@CNN,0.0,1.0,0.0,0.0,2018-10-01 22:11:06+00:00,58
233,46,@FoxNews,0.217,0.658,0.125,-0.34,2018-10-01 22:15:00+00:00,46
149,29,@nytimes,0.0,1.0,0.0,0.0,2018-10-01 22:17:04+00:00,29
228,45,@FoxNews,0.0,1.0,0.0,0.0,2018-10-01 22:19:29+00:00,45
287,57,@CNN,0.0,0.933,0.067,0.3182,2018-10-01 22:21:05+00:00,57
282,56,@CNN,0.0,0.828,0.172,0.7003,2018-10-01 22:25:07+00:00,56
223,44,@FoxNews,0.0,0.769,0.231,0.5106,2018-10-01 22:25:40+00:00,44
277,55,@CNN,0.0,0.706,0.294,0.7579,2018-10-01 22:31:07+00:00,55
218,43,@FoxNews,0.0,1.0,0.0,0.0,2018-10-01 22:31:40+00:00,43
144,28,@nytimes,0.0,1.0,0.0,0.0,2018-10-01 22:32:01+00:00,28
213,42,@FoxNews,0.0,1.0,0.0,0.0,2018-10-01 22:32:09+00:00,42
208,41,@FoxNews,0.0,0.862,0.138,0.4927,2018-10-01 22:35:00+00:00,41
203,40,@FoxNews,0.0,1.0,0.0,0.0,2018-10-01 22:40:00+00:00,40
272,54,@CNN,0.156,0.844,0.0,-0.34,2018-10-01 22:41:05+00:00,54
198,39,@FoxNews,0.0,0.709,0.291,0.6249,2018-10-01 22:45:33+00:00,39
139,27,@nytimes,0.0,1.0,0.0,0.0,2018-10-01 22:47:00+00:00,27
267,53,@CNN,0.247,0.753,0.0,-0.8342,2018-10-01 22:51:06+00:00,53
134,26,@nytimes,0.153,0.729,0.118,0.032,2018-10-01 22:52:02+00:00,26
193,38,@FoxNews,0.0,1.0,0.0,0.0,2018-10-01 22:55:03+00:00,38
262,52,@CNN,0.0,1.0,0.0,0.0,2018-10-01 22:56:03+00:00,52
188,37,@FoxNews,0.207,0.793,0.0,-0.5719,2018-10-01 22:59:28+00:00,37
257,51,@CNN,0.136,0.648,0.216,0.3818,2018-10-01 23:01:06+00:00,51
129,25,@nytimes,0.0,0.688,0.312,0.7096,2018-10-01 23:02:07+00:00,25
252,50,@CNN,0.0,0.867,0.133,0.7184,2018-10-01 23:06:01+00:00,50
183,36,@FoxNews,0.0,1.0,0.0,0.0,2018-10-01 23:10:42+00:00,36
247,49,@CNN,0.11,0.671,0.22,0.4215,2018-10-01 23:11:04+00:00,49
178,35,@FoxNews,0.138,0.794,0.069,-0.3182,2018-10-01 23:14:57+00:00,35
242,48,@CNN,0.0,1.0,0.0,0.0,2018-10-01 23:15:17+00:00,48
237,47,@CNN,0.116,0.787,0.097,-0.128,2018-10-01 23:16:50+00:00,47
124,24,@nytimes,0.0,1.0,0.0,0.0,2018-10-01 23:17:01+00:00,24
173,34,@FoxNews,0.071,0.929,0.0,-0.3182,2018-10-01 23:19:47+00:00,34
168,33,@FoxNews,0.0,1.0,0.0,0.0,2018-10-01 23:19:58+00:00,33
232,46,@CNN,0.099,0.901,0.0,-0.3182,2018-10-01 23:21:04+00:00,46
119,23,@nytimes,0.154,0.846,0.0,-0.4588,2018-10-01 23:23:44+00:00,23
163,32,@FoxNews,0.0,1.0,0.0,0.0,2018-10-01 23:26:25+00:00,32
227,45,@CNN,0.0,0.846,0.154,0.6369,2018-10-01 23:28:02+00:00,45
222,44,@CNN,0.0,0.657,0.343,0.7783,2018-10-01 23:31:08+00:00,44
158,31,@FoxNews,0.092,0.806,0.103,0.0772,2018-10-01 23:31:39+00:00,31
114,22,@nytimes,0.066,0.934,0.0,-0.296,2018-10-01 23:35:07+00:00,22
217,43,@CNN,0.0,0.897,0.103,0.3167,2018-10-01 23:37:56+00:00,43
153,30,@FoxNews,0.0,1.0,0.0,0.0,2018-10-01 23:38:38+00:00,30
212,42,@CNN,0.0,1.0,0.0,0.0,2018-10-01 23:41:03+00:00,42
109,21,@nytimes,0.125,0.763,0.112,0.128,2018-10-01 23:47:01+00:00,21
148,29,@FoxNews,0.0,0.862,0.138,0.7269,2018-10-01 23:47:49+00:00,29
207,41,@CNN,0.131,0.779,0.09,-0.1531,2018-10-01 23:51:08+00:00,41
143,28,@FoxNews,0.089,0.845,0.066,0.0018,2018-10-01 23:58:07+00:00,28
202,40,@CNN,0.146,0.854,0.0,-0.5574,2018-10-02 00:01:06+00:00,40
11,2,@CBS,0.0,1.0,0.0,0.0,2018-10-02 00:01:07+00:00,2
104,20,@nytimes,0.0,1.0,0.0,0.0,2018-10-02 00:02:38+00:00,20
138,27,@FoxNews,0.123,0.877,0.0,-0.7089,2018-10-02 00:02:41+00:00,27
133,26,@FoxNews,0.042,0.848,0.11,0.2492,2018-10-02 00:07:45+00:00,26
197,39,@CNN,0.089,0.729,0.182,0.5749,2018-10-02 00:08:04+00:00,39
99,19,@nytimes,0.0,1.0,0.0,0.0,2018-10-02 00:12:03+00:00,19
192,38,@CNN,0.07,0.832,0.098,0.0772,2018-10-02 00:16:02+00:00,38
128,25,@FoxNews,0.063,0.843,0.094,0.0701,2018-10-02 00:16:32+00:00,25
94,18,@nytimes,0.18,0.82,0.0,-0.6597,2018-10-02 00:22:05+00:00,18
187,37,@CNN,0.0,1.0,0.0,0.0,2018-10-02 00:22:07+00:00,37
123,24,@FoxNews,0.126,0.781,0.093,-0.2263,2018-10-02 00:24:59+00:00,24
182,36,@CNN,0.0,0.784,0.216,0.7964,2018-10-02 00:31:00+00:00,36
118,23,@FoxNews,0.117,0.781,0.102,-0.0516,2018-10-02 00:31:37+00:00,23
89,17,@nytimes,0.194,0.806,0.0,-0.5574,2018-10-02 00:32:06+00:00,17
177,35,@CNN,0.0,1.0,0.0,0.0,2018-10-02 00:35:46+00:00,35
172,34,@CNN,0.049,0.871,0.08,0.34,2018-10-02 00:38:20+00:00,34
113,22,@FoxNews,0.195,0.805,0.0,-0.7783,2018-10-02 00:43:05+00:00,22
167,33,@CNN,0.233,0.68,0.087,-0.7579,2018-10-02 00:46:03+00:00,33
84,16,@nytimes,0.174,0.736,0.09,-0.3612,2018-10-02 00:47:05+00:00,16
162,32,@CNN,0.0,1.0,0.0,0.0,2018-10-02 00:49:07+00:00,32
157,31,@CNN,0.0,0.872,0.128,0.3612,2018-10-02 00:49:32+00:00,31
108,21,@FoxNews,0.32,0.68,0.0,-0.5719,2018-10-02 00:49:43+00:00,21
152,30,@CNN,0.173,0.772,0.055,-0.7115,2018-10-02 00:51:04+00:00,30
103,20,@FoxNews,0.122,0.667,0.211,0.1531,2018-10-02 00:52:00+00:00,20
147,29,@CNN,0.107,0.756,0.138,0.1779,2018-10-02 00:52:03+00:00,29
98,19,@FoxNews,0.0,1.0,0.0,0.0,2018-10-02 00:58:28+00:00,19
142,28,@CNN,0.323,0.677,0.0,-0.7351,2018-10-02 01:01:06+00:00,28
79,15,@nytimes,0.0,1.0,0.0,0.0,2018-10-02 01:02:06+00:00,15
93,18,@FoxNews,0.0,0.733,0.267,0.824,2018-10-02 01:05:00+00:00,18
6,1,@CBS,0.0,0.671,0.329,0.8519,2018-10-02 01:10:54+00:00,1
88,17,@FoxNews,0.256,0.521,0.223,-0.1779,2018-10-02 01:11:00+00:00,17
137,27,@CNN,0.0,0.783,0.217,0.5574,2018-10-02 01:16:05+00:00,27
83,16,@FoxNews,0.088,0.912,0.0,-0.34,2018-10-02 01:17:01+00:00,16
74,14,@nytimes,0.12,0.8,0.08,-0.25,2018-10-02 01:17:03+00:00,14
132,26,@CNN,0.128,0.818,0.054,-0.4404,2018-10-02 01:20:23+00:00,26
127,25,@CNN,0.098,0.689,0.213,0.8164,2018-10-02 01:21:04+00:00,25
78,15,@FoxNews,0.0,0.748,0.252,0.4019,2018-10-02 01:23:40+00:00,15
122,24,@CNN,0.0,0.921,0.079,0.5574,2018-10-02 01:25:49+00:00,24
69,13,@nytimes,0.114,0.886,0.0,-0.4291,2018-10-02 01:30:14+00:00,13
73,14,@FoxNews,0.248,0.752,0.0,-0.5106,2018-10-02 01:30:58+00:00,14
117,23,@CNN,0.0,1.0,0.0,0.0,2018-10-02 01:31:00+00:00,23
112,22,@CNN,0.035,0.965,0.0,-0.1695,2018-10-02 01:41:47+00:00,22
107,21,@CNN,0.0,1.0,0.0,0.0,2018-10-02 01:46:00+00:00,21
64,12,@nytimes,0.0,0.911,0.089,0.3716,2018-10-02 01:47:04+00:00,12
68,13,@FoxNews,0.217,0.658,0.125,-0.34,2018-10-02 01:52:42+00:00,13
63,12,@FoxNews,0.091,0.909,0.0,-0.3182,2018-10-02 01:57:33+00:00,12
102,20,@CNN,0.06,0.881,0.06,0.0,2018-10-02 01:59:35+00:00,20
97,19,@CNN,0.0,0.576,0.424,0.9325,2018-10-02 02:01:00+00:00,19
59,11,@nytimes,0.0,1.0,0.0,0.0,2018-10-02 02:03:11+00:00,11
58,11,@FoxNews,0.0,1.0,0.0,0.0,2018-10-02 02:05:00+00:00,11
92,18,@CNN,0.0,1.0,0.0,0.0,2018-10-02 02:06:04+00:00,18
53,10,@FoxNews,0.138,0.862,0.0,-0.34,2018-10-02 02:11:00+00:00,10
87,17,@CNN,0.116,0.793,0.091,-0.1027,2018-10-02 02:11:04+00:00,17
82,16,@CNN,0.0,0.924,0.076,0.5574,2018-10-02 02:16:08+00:00,16
54,10,@nytimes,0.0,1.0,0.0,0.0,2018-10-02 02:17:00+00:00,10
48,9,@FoxNews,0.123,0.669,0.208,0.3691,2018-10-02 02:20:00+00:00,9
77,15,@CNN,0.0,0.908,0.092,0.2382,2018-10-02 02:31:04+00:00,15
49,9,@nytimes,0.0,1.0,0.0,0.0,2018-10-02 02:32:05+00:00,9
43,8,@FoxNews,0.0,1.0,0.0,0.0,2018-10-02 02:35:00+00:00,8
38,7,@FoxNews,0.0,1.0,0.0,0.0,2018-10-02 02:42:00+00:00,7
1,0,@CBS,0.0,0.881,0.119,0.3182,2018-10-02 02:42:23+00:00,0
72,14,@CNN,0.0,0.899,0.101,0.2023,2018-10-02 02:46:06+00:00,14
44,8,@nytimes,0.218,0.648,0.134,-0.4215,2018-10-02 02:47:06+00:00,8
67,13,@CNN,0.0,1.0,0.0,0.0,2018-10-02 02:47:11+00:00,13
62,12,@CNN,0.0,1.0,0.0,0.0,2018-10-02 02:47:19+00:00,12
57,11,@CNN,0.0,1.0,0.0,0.0,2018-10-02 02:48:01+00:00,11
33,6,@FoxNews,0.0,1.0,0.0,0.0,2018-10-02 02:50:00+00:00,6
52,10,@CNN,0.0,0.703,0.297,0.5859,2018-10-02 02:51:05+00:00,10
47,9,@CNN,0.0,1.0,0.0,0.0,2018-10-02 02:53:38+00:00,9
28,5,@FoxNews,0.135,0.865,0.0,-0.4215,2018-10-02 02:55:00+00:00,5
42,8,@CNN,0.16,0.84,0.0,-0.2263,2018-10-02 03:01:04+00:00,8
39,7,@nytimes,0.0,0.854,0.146,0.6124,2018-10-02 03:02:07+00:00,7
34,6,@nytimes,0.13,0.756,0.113,-0.1027,2018-10-02 03:11:04+00:00,6
23,4,@FoxNews,0.323,0.677,0.0,-0.6486,2018-10-02 03:15:00+00:00,4
37,7,@CNN,0.0,0.933,0.067,0.3182,2018-10-02 03:16:05+00:00,7
29,5,@nytimes,0.0,0.904,0.096,0.4939,2018-10-02 03:22:04+00:00,5
18,3,@FoxNews,0.279,0.609,0.112,-0.5106,2018-10-02 03:30:00+00:00,3
32,6,@CNN,0.0,1.0,0.0,0.0,2018-10-02 03:31:06+00:00,6
24,4,@nytimes,0.11,0.795,0.095,-0.1027,2018-10-02 03:32:02+00:00,4
13,2,@FoxNews,0.195,0.805,0.0,-0.7783,2018-10-02 03:46:00+00:00,2
27,5,@CNN,0.0,1.0,0.0,0.0,2018-10-02 03:46:03+00:00,5
19,3,@nytimes,0.0,1.0,0.0,0.0,2018-10-02 03:47:04+00:00,3
14,2,@nytimes,0.0,0.897,0.103,0.34,2018-10-02 03:53:04+00:00,2
22,4,@CNN,0.163,0.714,0.122,-0.0516,2018-10-02 03:57:35+00:00,4
8,1,@FoxNews,0.117,0.781,0.102,-0.0516,2018-10-02 04:01:00+00:00,1
17,3,@CNN,0.247,0.753,0.0,-0.8342,2018-10-02 04:01:05+00:00,3
9,1,@nytimes,0.098,0.804,0.098,0.0,2018-10-02 04:02:02+00:00,1
12,2,@CNN,0.0,1.0,0.0,0.0,2018-10-02 04:02:50+00:00,2
3,0,@FoxNews,0.0,0.906,0.094,0.3818,2018-10-02 04:15:00+00:00,0
7,1,@CNN,0.0,0.625,0.375,0.8402,2018-10-02 04:16:00+00:00,1
4,0,@nytimes,0.136,0.864,0.0,-0.5106,2018-10-02 04:17:04+00:00,0
2,0,@CNN,0.202,0.798,0.0,-0.5859,2018-10-02 04:28:23+00:00,0
